,accuracy,activation,max_iter,n_iter_no_change,solver,tol,knn
436,0.25007893905904643,identity,200,5,sgd,0.0001,5
437,0.25007893905904643,identity,200,5,sgd,0.001,5
444,0.25007893905904643,identity,200,10,lbfgs,0.0001,5
445,0.25007893905904643,identity,200,10,lbfgs,0.001,5
446,0.25007893905904643,identity,200,10,lbfgs,0.01,5
448,0.25007893905904643,identity,200,10,sgd,0.0001,5
449,0.25007893905904643,identity,200,10,sgd,0.001,5
450,0.25007893905904643,identity,200,10,sgd,0.01,5
451,0.25007893905904643,identity,200,10,sgd,0.1,5
452,0.25007893905904643,identity,200,10,adam,0.0001,5
453,0.25007893905904643,identity,200,10,adam,0.001,5
454,0.25007893905904643,identity,200,10,adam,0.01,5
456,0.25007893905904643,identity,200,15,lbfgs,0.0001,5
457,0.25007893905904643,identity,200,15,lbfgs,0.001,5
458,0.25007893905904643,identity,200,15,lbfgs,0.01,5
460,0.25007893905904643,identity,200,15,sgd,0.0001,5
461,0.25007893905904643,identity,200,15,sgd,0.001,5
434,0.25007893905904643,identity,200,5,lbfgs,0.01,5
912,0.25007893905904643,identity,300,10,lbfgs,0.0001,10
433,0.25007893905904643,identity,200,5,lbfgs,0.001,5
400,0.25007893905904643,relu,500,5,sgd,0.0001,3
381,0.25007893905904643,relu,300,10,adam,0.001,3
382,0.25007893905904643,relu,300,10,adam,0.01,3
388,0.25007893905904643,relu,300,15,sgd,0.0001,3
392,0.25007893905904643,relu,300,15,adam,0.0001,3
393,0.25007893905904643,relu,300,15,adam,0.001,3
394,0.25007893905904643,relu,300,15,adam,0.01,3
395,0.25007893905904643,relu,300,15,adam,0.1,3
404,0.25007893905904643,relu,500,5,adam,0.0001,3
432,0.25007893905904643,identity,200,5,lbfgs,0.0001,5
412,0.25007893905904643,relu,500,10,sgd,0.0001,3
417,0.25007893905904643,relu,500,10,adam,0.001,3
418,0.25007893905904643,relu,500,10,adam,0.01,3
424,0.25007893905904643,relu,500,15,sgd,0.0001,3
429,0.25007893905904643,relu,500,15,adam,0.001,3
430,0.25007893905904643,relu,500,15,adam,0.01,3
431,0.25007893905904643,relu,500,15,adam,0.1,3
200,0.25007893905904643,logistic,500,10,adam,0.0001,3
192,0.25007893905904643,logistic,500,10,lbfgs,0.0001,3
188,0.25007893905904643,logistic,500,5,adam,0.0001,3
180,0.25007893905904643,logistic,500,5,lbfgs,0.0001,3
35,0.25007893905904643,identity,200,15,adam,0.1,3
36,0.25007893905904643,identity,300,5,lbfgs,0.0001,3
37,0.25007893905904643,identity,300,5,lbfgs,0.001,3
40,0.25007893905904643,identity,300,5,sgd,0.0001,3
41,0.25007893905904643,identity,300,5,sgd,0.001,3
48,0.25007893905904643,identity,300,10,lbfgs,0.0001,3
49,0.25007893905904643,identity,300,10,lbfgs,0.001,3
52,0.25007893905904643,identity,300,10,sgd,0.0001,3
53,0.25007893905904643,identity,300,10,sgd,0.001,3
54,0.25007893905904643,identity,300,10,sgd,0.01,3
55,0.25007893905904643,identity,300,10,sgd,0.1,3
56,0.25007893905904643,identity,300,10,adam,0.0001,3
57,0.25007893905904643,identity,300,10,adam,0.001,3
58,0.25007893905904643,identity,300,10,adam,0.01,3
60,0.25007893905904643,identity,300,15,lbfgs,0.0001,3
61,0.25007893905904643,identity,300,15,lbfgs,0.001,3
64,0.25007893905904643,identity,300,15,sgd,0.0001,3
34,0.25007893905904643,identity,200,15,adam,0.01,3
33,0.25007893905904643,identity,200,15,adam,0.001,3
32,0.25007893905904643,identity,200,15,adam,0.0001,3
19,0.25007893905904643,identity,200,10,sgd,0.1,3
4,0.25007893905904643,identity,200,5,sgd,0.0001,3
5,0.25007893905904643,identity,200,5,sgd,0.001,3
12,0.25007893905904643,identity,200,10,lbfgs,0.0001,3
13,0.25007893905904643,identity,200,10,lbfgs,0.001,3
16,0.25007893905904643,identity,200,10,sgd,0.0001,3
17,0.25007893905904643,identity,200,10,sgd,0.001,3
18,0.25007893905904643,identity,200,10,sgd,0.01,3
20,0.25007893905904643,identity,200,10,adam,0.0001,3
31,0.25007893905904643,identity,200,15,sgd,0.1,3
21,0.25007893905904643,identity,200,10,adam,0.001,3
22,0.25007893905904643,identity,200,10,adam,0.01,3
24,0.25007893905904643,identity,200,15,lbfgs,0.0001,3
25,0.25007893905904643,identity,200,15,lbfgs,0.001,3
28,0.25007893905904643,identity,200,15,sgd,0.0001,3
29,0.25007893905904643,identity,200,15,sgd,0.001,3
30,0.25007893905904643,identity,200,15,sgd,0.01,3
65,0.25007893905904643,identity,300,15,sgd,0.001,3
66,0.25007893905904643,identity,300,15,sgd,0.01,3
67,0.25007893905904643,identity,300,15,sgd,0.1,3
116,0.25007893905904643,logistic,200,5,adam,0.0001,3
102,0.25007893905904643,identity,500,15,sgd,0.01,3
103,0.25007893905904643,identity,500,15,sgd,0.1,3
104,0.25007893905904643,identity,500,15,adam,0.0001,3
105,0.25007893905904643,identity,500,15,adam,0.001,3
106,0.25007893905904643,identity,500,15,adam,0.01,3
107,0.25007893905904643,identity,500,15,adam,0.1,3
108,0.25007893905904643,logistic,200,5,lbfgs,0.0001,3
120,0.25007893905904643,logistic,200,10,lbfgs,0.0001,3
100,0.25007893905904643,identity,500,15,sgd,0.0001,3
128,0.25007893905904643,logistic,200,10,adam,0.0001,3
132,0.25007893905904643,logistic,200,15,lbfgs,0.0001,3
140,0.25007893905904643,logistic,200,15,adam,0.0001,3
144,0.25007893905904643,logistic,300,5,lbfgs,0.0001,3
152,0.25007893905904643,logistic,300,5,adam,0.0001,3
156,0.25007893905904643,logistic,300,10,lbfgs,0.0001,3
168,0.25007893905904643,logistic,300,15,lbfgs,0.0001,3
101,0.25007893905904643,identity,500,15,sgd,0.001,3
97,0.25007893905904643,identity,500,15,lbfgs,0.001,3
68,0.25007893905904643,identity,300,15,adam,0.0001,3
84,0.25007893905904643,identity,500,10,lbfgs,0.0001,3
69,0.25007893905904643,identity,300,15,adam,0.001,3
70,0.25007893905904643,identity,300,15,adam,0.01,3
71,0.25007893905904643,identity,300,15,adam,0.1,3
72,0.25007893905904643,identity,500,5,lbfgs,0.0001,3
73,0.25007893905904643,identity,500,5,lbfgs,0.001,3
76,0.25007893905904643,identity,500,5,sgd,0.0001,3
77,0.25007893905904643,identity,500,5,sgd,0.001,3
85,0.25007893905904643,identity,500,10,lbfgs,0.001,3
96,0.25007893905904643,identity,500,15,lbfgs,0.0001,3
88,0.25007893905904643,identity,500,10,sgd,0.0001,3
89,0.25007893905904643,identity,500,10,sgd,0.001,3
90,0.25007893905904643,identity,500,10,sgd,0.01,3
91,0.25007893905904643,identity,500,10,sgd,0.1,3
92,0.25007893905904643,identity,500,10,adam,0.0001,3
93,0.25007893905904643,identity,500,10,adam,0.001,3
94,0.25007893905904643,identity,500,10,adam,0.01,3
462,0.25007893905904643,identity,200,15,sgd,0.01,5
1295,0.25007893905904643,relu,500,15,adam,0.1,10
465,0.25007893905904643,identity,200,15,adam,0.001,5
844,0.25007893905904643,relu,500,10,sgd,0.0001,5
856,0.25007893905904643,relu,500,15,sgd,0.0001,5
849,0.25007893905904643,relu,500,10,adam,0.001,5
848,0.25007893905904643,relu,500,10,adam,0.0001,5
612,0.25007893905904643,logistic,500,5,lbfgs,0.0001,5
624,0.25007893905904643,logistic,500,10,lbfgs,0.0001,5
636,0.25007893905904643,logistic,500,15,lbfgs,0.0001,5
836,0.25007893905904643,relu,500,5,adam,0.0001,5
861,0.25007893905904643,relu,500,15,adam,0.001,5
832,0.25007893905904643,relu,500,5,sgd,0.0001,5
827,0.25007893905904643,relu,300,15,adam,0.1,5
1,0.25007893905904643,identity,200,5,lbfgs,0.001,3
649,0.25007893905904643,tanh,200,5,lbfgs,0.001,5
826,0.25007893905904643,relu,300,15,adam,0.01,5
825,0.25007893905904643,relu,300,15,adam,0.001,5
860,0.25007893905904643,relu,500,15,adam,0.0001,5
862,0.25007893905904643,relu,500,15,adam,0.01,5
721,0.25007893905904643,tanh,500,5,lbfgs,0.001,5
533,0.25007893905904643,identity,500,15,sgd,0.001,5
528,0.25007893905904643,identity,500,15,lbfgs,0.0001,5
868,0.25007893905904643,identity,200,5,sgd,0.0001,10
866,0.25007893905904643,identity,200,5,lbfgs,0.01,10
529,0.25007893905904643,identity,500,15,lbfgs,0.001,5
530,0.25007893905904643,identity,500,15,lbfgs,0.01,5
532,0.25007893905904643,identity,500,15,sgd,0.0001,5
534,0.25007893905904643,identity,500,15,sgd,0.01,5
863,0.25007893905904643,relu,500,15,adam,0.1,5
535,0.25007893905904643,identity,500,15,sgd,0.1,5
537,0.25007893905904643,identity,500,15,adam,0.001,5
538,0.25007893905904643,identity,500,15,adam,0.01,5
539,0.25007893905904643,identity,500,15,adam,0.1,5
865,0.25007893905904643,identity,200,5,lbfgs,0.001,10
864,0.25007893905904643,identity,200,5,lbfgs,0.0001,10
824,0.25007893905904643,relu,300,15,adam,0.0001,5
820,0.25007893905904643,relu,300,15,sgd,0.0001,5
660,0.25007893905904643,tanh,200,10,lbfgs,0.0001,5
696,0.25007893905904643,tanh,300,10,lbfgs,0.0001,5
685,0.25007893905904643,tanh,300,5,lbfgs,0.001,5
772,0.25007893905904643,relu,200,10,sgd,0.0001,5
764,0.25007893905904643,relu,200,5,adam,0.0001,5
760,0.25007893905904643,relu,200,5,sgd,0.0001,5
745,0.25007893905904643,tanh,500,15,lbfgs,0.001,5
744,0.25007893905904643,tanh,500,15,lbfgs,0.0001,5
742,0.25007893905904643,tanh,500,10,adam,0.01,5
466,0.25007893905904643,identity,200,15,adam,0.01,5
697,0.25007893905904643,tanh,300,10,lbfgs,0.001,5
706,0.25007893905904643,tanh,300,10,adam,0.01,5
733,0.25007893905904643,tanh,500,10,lbfgs,0.001,5
708,0.25007893905904643,tanh,300,15,lbfgs,0.0001,5
709,0.25007893905904643,tanh,300,15,lbfgs,0.001,5
732,0.25007893905904643,tanh,500,10,lbfgs,0.0001,5
776,0.25007893905904643,relu,200,10,adam,0.0001,5
777,0.25007893905904643,relu,200,10,adam,0.001,5
784,0.25007893905904643,relu,200,15,sgd,0.0001,5
788,0.25007893905904643,relu,200,15,adam,0.0001,5
684,0.25007893905904643,tanh,300,5,lbfgs,0.0001,5
789,0.25007893905904643,relu,200,15,adam,0.001,5
790,0.25007893905904643,relu,200,15,adam,0.01,5
791,0.25007893905904643,relu,200,15,adam,0.1,5
796,0.25007893905904643,relu,300,5,sgd,0.0001,5
800,0.25007893905904643,relu,300,5,adam,0.0001,5
808,0.25007893905904643,relu,300,10,sgd,0.0001,5
673,0.25007893905904643,tanh,200,15,lbfgs,0.001,5
672,0.25007893905904643,tanh,200,15,lbfgs,0.0001,5
812,0.25007893905904643,relu,300,10,adam,0.0001,5
813,0.25007893905904643,relu,300,10,adam,0.001,5
670,0.25007893905904643,tanh,200,10,adam,0.01,5
661,0.25007893905904643,tanh,200,10,lbfgs,0.001,5
526,0.25007893905904643,identity,500,10,adam,0.01,5
869,0.25007893905904643,identity,200,5,sgd,0.001,10
525,0.25007893905904643,identity,500,10,adam,0.001,5
898,0.25007893905904643,identity,200,15,adam,0.01,10
487,0.25007893905904643,identity,300,10,sgd,0.1,5
488,0.25007893905904643,identity,300,10,adam,0.0001,5
489,0.25007893905904643,identity,300,10,adam,0.001,5
490,0.25007893905904643,identity,300,10,adam,0.01,5
492,0.25007893905904643,identity,300,15,lbfgs,0.0001,5
899,0.25007893905904643,identity,200,15,adam,0.1,10
493,0.25007893905904643,identity,300,15,lbfgs,0.001,5
502,0.25007893905904643,identity,300,15,adam,0.01,5
494,0.25007893905904643,identity,300,15,lbfgs,0.01,5
496,0.25007893905904643,identity,300,15,sgd,0.0001,5
497,0.25007893905904643,identity,300,15,sgd,0.001,5
498,0.25007893905904643,identity,300,15,sgd,0.01,5
499,0.25007893905904643,identity,300,15,sgd,0.1,5
524,0.25007893905904643,identity,500,10,adam,0.0001,5
486,0.25007893905904643,identity,300,10,sgd,0.01,5
485,0.25007893905904643,identity,300,10,sgd,0.001,5
484,0.25007893905904643,identity,300,10,sgd,0.0001,5
482,0.25007893905904643,identity,300,10,lbfgs,0.01,5
900,0.25007893905904643,identity,300,5,lbfgs,0.0001,10
901,0.25007893905904643,identity,300,5,lbfgs,0.001,10
902,0.25007893905904643,identity,300,5,lbfgs,0.01,10
481,0.25007893905904643,identity,300,10,lbfgs,0.001,5
480,0.25007893905904643,identity,300,10,lbfgs,0.0001,5
473,0.25007893905904643,identity,300,5,sgd,0.001,5
472,0.25007893905904643,identity,300,5,sgd,0.0001,5
470,0.25007893905904643,identity,300,5,lbfgs,0.01,5
469,0.25007893905904643,identity,300,5,lbfgs,0.001,5
468,0.25007893905904643,identity,300,5,lbfgs,0.0001,5
467,0.25007893905904643,identity,200,15,adam,0.1,5
904,0.25007893905904643,identity,300,5,sgd,0.0001,10
905,0.25007893905904643,identity,300,5,sgd,0.001,10
501,0.25007893905904643,identity,300,15,adam,0.001,5
897,0.25007893905904643,identity,200,15,adam,0.001,10
895,0.25007893905904643,identity,200,15,sgd,0.1,10
894,0.25007893905904643,identity,200,15,sgd,0.01,10
885,0.25007893905904643,identity,200,10,adam,0.001,10
884,0.25007893905904643,identity,200,10,adam,0.0001,10
517,0.25007893905904643,identity,500,10,lbfgs,0.001,5
518,0.25007893905904643,identity,500,10,lbfgs,0.01,5
520,0.25007893905904643,identity,500,10,sgd,0.0001,5
521,0.25007893905904643,identity,500,10,sgd,0.001,5
883,0.25007893905904643,identity,200,10,sgd,0.1,10
882,0.25007893905904643,identity,200,10,sgd,0.01,10
881,0.25007893905904643,identity,200,10,sgd,0.001,10
880,0.25007893905904643,identity,200,10,sgd,0.0001,10
878,0.25007893905904643,identity,200,10,lbfgs,0.01,10
522,0.25007893905904643,identity,500,10,sgd,0.01,5
523,0.25007893905904643,identity,500,10,sgd,0.1,5
877,0.25007893905904643,identity,200,10,lbfgs,0.001,10
876,0.25007893905904643,identity,200,10,lbfgs,0.0001,10
516,0.25007893905904643,identity,500,10,lbfgs,0.0001,5
509,0.25007893905904643,identity,500,5,sgd,0.001,5
886,0.25007893905904643,identity,200,10,adam,0.01,10
505,0.25007893905904643,identity,500,5,lbfgs,0.001,5
893,0.25007893905904643,identity,200,15,sgd,0.001,10
503,0.25007893905904643,identity,300,15,adam,0.1,5
892,0.25007893905904643,identity,200,15,sgd,0.0001,10
504,0.25007893905904643,identity,500,5,lbfgs,0.0001,5
888,0.25007893905904643,identity,200,15,lbfgs,0.0001,10
720,0.25007893905904643,tanh,500,5,lbfgs,0.0001,5
890,0.25007893905904643,identity,200,15,lbfgs,0.01,10
506,0.25007893905904643,identity,500,5,lbfgs,0.01,5
508,0.25007893905904643,identity,500,5,sgd,0.0001,5
889,0.25007893905904643,identity,200,15,lbfgs,0.001,10
428,0.2499210609409536,relu,500,15,adam,0.0001,3
1068,0.24976318282286075,logistic,500,15,lbfgs,0.0001,10
1044,0.24976318282286075,logistic,500,5,lbfgs,0.0001,10
1056,0.24976318282286075,logistic,500,10,lbfgs,0.0001,10
256,0.2496053047047679,tanh,300,5,sgd,0.0001,3
292,0.2496053047047679,tanh,500,5,sgd,0.0001,3
1008,0.24928954846858226,logistic,300,5,lbfgs,0.0001,10
1032,0.24928954846858226,logistic,300,15,lbfgs,0.0001,10
416,0.24928954846858226,relu,500,10,adam,0.0001,3
1020,0.24928954846858226,logistic,300,10,lbfgs,0.0001,10
232,0.24913167035048941,tanh,200,10,sgd,0.0001,3
360,0.24913167035048941,relu,300,5,lbfgs,0.0001,3
361,0.24913167035048941,relu,300,5,lbfgs,0.001,3
372,0.24913167035048941,relu,300,10,lbfgs,0.0001,3
373,0.24913167035048941,relu,300,10,lbfgs,0.001,3
384,0.24913167035048941,relu,300,15,lbfgs,0.0001,3
220,0.24913167035048941,tanh,200,5,sgd,0.0001,3
385,0.24913167035048941,relu,300,15,lbfgs,0.001,3
244,0.24913167035048941,tanh,200,15,sgd,0.0001,3
576,0.2485001578781181,logistic,300,5,lbfgs,0.0001,5
588,0.2485001578781181,logistic,300,10,lbfgs,0.0001,5
600,0.2485001578781181,logistic,300,15,lbfgs,0.0001,5
421,0.24786864540574677,relu,500,15,lbfgs,0.001,3
397,0.24786864540574677,relu,500,5,lbfgs,0.001,3
409,0.24786864540574677,relu,500,10,lbfgs,0.001,3
229,0.24739501105146827,tanh,200,10,lbfgs,0.001,3
217,0.24739501105146827,tanh,200,5,lbfgs,0.001,3
216,0.24739501105146827,tanh,200,5,lbfgs,0.0001,3
241,0.24739501105146827,tanh,200,15,lbfgs,0.001,3
228,0.24739501105146827,tanh,200,10,lbfgs,0.0001,3
240,0.24739501105146827,tanh,200,15,lbfgs,0.0001,3
299,0.2455004736343543,tanh,500,5,adam,0.1,3
227,0.2455004736343543,tanh,200,5,adam,0.1,3
263,0.2455004736343543,tanh,300,5,adam,0.1,3
1175,0.24534259551626145,tanh,500,10,adam,0.1,10
1139,0.24534259551626145,tanh,300,10,adam,0.1,10
1103,0.24534259551626145,tanh,200,10,adam,0.1,10
972,0.2451847173981686,logistic,200,5,lbfgs,0.0001,10
996,0.2451847173981686,logistic,200,15,lbfgs,0.0001,10
984,0.2451847173981686,logistic,200,10,lbfgs,0.0001,10
682,0.24344805809914746,tanh,200,15,adam,0.01,5
754,0.24344805809914746,tanh,500,15,adam,0.01,5
718,0.24344805809914746,tanh,300,15,adam,0.01,5
743,0.24329017998105462,tanh,500,10,adam,0.1,5
671,0.24329017998105462,tanh,200,10,adam,0.1,5
707,0.24329017998105462,tanh,300,10,adam,0.1,5
1165,0.24313230186296178,tanh,500,10,lbfgs,0.001,10
1164,0.24313230186296178,tanh,500,10,lbfgs,0.0001,10
1177,0.24313230186296178,tanh,500,15,lbfgs,0.001,10
1176,0.24313230186296178,tanh,500,15,lbfgs,0.0001,10
1153,0.24313230186296178,tanh,500,5,lbfgs,0.001,10
1152,0.24313230186296178,tanh,500,5,lbfgs,0.0001,10
322,0.24265866750868328,tanh,500,15,adam,0.01,3
250,0.24265866750868328,tanh,200,15,adam,0.01,3
286,0.24265866750868328,tanh,300,15,adam,0.01,3
1116,0.24186927691821913,tanh,300,5,lbfgs,0.0001,10
1117,0.24186927691821913,tanh,300,5,lbfgs,0.001,10
1141,0.24186927691821913,tanh,300,15,lbfgs,0.001,10
1140,0.24186927691821913,tanh,300,15,lbfgs,0.0001,10
1128,0.24186927691821913,tanh,300,10,lbfgs,0.0001,10
1129,0.24186927691821913,tanh,300,10,lbfgs,0.001,10
1091,0.24092200820966214,tanh,200,5,adam,0.1,10
1127,0.24092200820966214,tanh,300,5,adam,0.1,10
1163,0.24092200820966214,tanh,500,5,adam,0.1,10
323,0.23602778654878434,tanh,500,15,adam,0.1,3
659,0.23602778654878434,tanh,200,5,adam,0.1,5
287,0.23602778654878434,tanh,300,15,adam,0.1,3
695,0.23602778654878434,tanh,300,5,adam,0.1,5
731,0.23602778654878434,tanh,500,5,adam,0.1,5
251,0.23602778654878434,tanh,200,15,adam,0.1,3
1244,0.23460688348594885,relu,300,10,adam,0.0001,10
1256,0.23460688348594885,relu,300,15,adam,0.0001,10
730,0.23208083359646353,tanh,500,5,adam,0.01,5
658,0.23208083359646353,tanh,200,5,adam,0.01,5
694,0.23208083359646353,tanh,300,5,adam,0.01,5
1104,0.2265550994632144,tanh,200,15,lbfgs,0.0001,10
1093,0.2265550994632144,tanh,200,10,lbfgs,0.001,10
1092,0.2265550994632144,tanh,200,10,lbfgs,0.0001,10
1081,0.2265550994632144,tanh,200,5,lbfgs,0.001,10
1080,0.2265550994632144,tanh,200,5,lbfgs,0.0001,10
1105,0.2265550994632144,tanh,200,15,lbfgs,0.001,10
